protein,ligand,category,DG_prediction_kcalmol,CYS_SG_to_aldC_distance_A,LE,N_total,N_CC,N_CA,N_CP,N_PA
A13,21_cis-2-Octenal,"α,β-Unsat",-7.16,3.253,0.7955555555555556,60.81175585836806,8.760541548956503,13.140812323434755,15.564160794390723,23.34624119158608
A13,22_trans-2-Octenal,"α,β-Unsat",-6.95,1.382,0.7722222222222223,54.89950181658227,7.908822231696843,11.863233347545263,14.050978494936068,21.0764677424041
A13,23_4-Hydroxynonenal,"α,β-Unsat",-7.38,11.468,0.6709090909090909,69.97700637896276,8.590144046393538,12.885216069590305,19.40065850519157,29.100987757787347
A13,24_Tetradecanal,Medium-chain,-8.43,7.434,0.5619999999999999,82.50764747267766,18.939355451861598,28.40903317779239,14.06370353720947,21.0955553058142
A13,25_hexadecanal,Medium-chain,-9.06,2.092,0.5329411764705883,93.5199949434706,23.89934644112041,35.849019661680614,13.508651536267834,20.26297730440175
A13,26_trans-2-hexadecenal,"α,β-Unsat",-8.8,5.451,0.5176470588235295,88.61002949874519,21.982966851578716,32.97445027736807,13.461044947919362,20.191567421879043
A13,27_Benzaldehyde,Aromatic,-6.9,4.134,0.8625,56.5848774949315,6.599871494750494,9.89980724212574,16.034079503222106,24.051119254833157
A13,28_Phenylacetaldehyde,Aromatic,-7.29,2.953,0.81,68.54218846527755,7.832087401965715,11.748131102948573,19.584787984145304,29.37718197621795
A13,29_Salicylaldehyde,Aromatic,-6.96,6.249,0.7733333333333333,59.6051003962766,6.367215507998254,9.55082326199738,17.474824650512385,26.212236975768572
A13,2_acetaldehyde,Short-chain,-5.73,3.418,1.9100000000000001,23.915394280328794,1.757940915566035,2.6369113733490526,7.808216796565484,11.712325194848225
A13,"30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal",Aromatic,-7.46,8.782,0.6216666666666667,74.24988599926039,8.191989922298399,12.287984883447598,21.507964477405757,32.26194671610863
A13,"31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",Retinoid,-9.67,8.769,0.4604761904761905,107.27769099081486,27.59504045356733,41.39256068035099,15.316035942758617,22.974053914137926
A13,32_9-cis-Retinal,Retinoid,-9.66,2.954,0.46,107.04797430775102,27.53595043118282,41.303925646774225,15.28323929191759,22.924858937876383
A13,34_4-hydroxy-2-nonenal,"α,β-Unsat",-7.4,6.727,0.6727272727272727,70.56504844937422,8.662330130817013,12.993495196225519,19.563689248932675,29.345533873399013
A13,35_Cinnamaldehyde,Aromatic,-7.38,8.499,0.738,68.94367741867455,8.959690505072883,13.439535757609322,18.617780462396944,27.926670693595412
A13,36_3-(4-Isopropylphenyl)-2-methylpropanal,Aromatic,-8.26,14.103,0.59,86.78868552412644,15.007210205213534,22.510815307820298,19.708264004437044,29.562396006655565
A13,"38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde",Aromatic,-6.59,3.078,0.5491666666666667,62.79620853080568,0.0,0.0,25.118483412322274,37.67772511848341
A13,39_4-nitrobenzaldehyde,Aromatic,-6.72,3.057,0.6109090909090908,51.55685516132679,5.855655753039627,8.78348362955944,14.767086311491088,22.15062946723663
A13,3_propylaldehyde,Short-chain,-5.96,4.039,1.49,30.52958526703274,2.6411144214510025,3.9616716321765035,9.570719685362095,14.356079528043141
A13,40_Furan-2-carbaldehyde,Aromatic,-7.88,13.516,0.46352941176470586,76.03588598123201,13.485471284678045,20.228206927017066,16.928883107814762,25.39332466172214
A13,41_Indole-3-acetaldehyde,Aromatic,-7.49,3.56,0.6241666666666666,72.07791779226902,9.392473467510575,14.088710201265863,19.438693649397038,29.15804047409555
A13,42_Glutamate-5-semialdehyde,Semialdehyde,-6.24,2.854,0.6933333333333334,43.40116141507947,1.9926919911043492,2.9890379866565238,15.367772574927441,23.05165886239116
A13,43_Glutamate-1-semialdehyde,Semialdehyde,-6.21,7.377,0.69,42.35113331632754,1.9444817009969855,2.9167225514954778,14.995971625534033,22.493957438301045
A13,44_glutarate semialdehyde,Semialdehyde,-6.46,2.972,0.8075,46.97725194144755,3.8211296729173436,5.731694509376015,14.969771103661675,22.45465665549251
A13,45_adipate semialdehyde,Semialdehyde,-6.64,4.305,0.7377777777777778,51.25078798086519,4.835170174074759,7.252755261112138,15.665145018271318,23.497717527406977
A13,46_Succinic semialdehyde,Semialdehyde,-6.2,3.118,0.8857142857142858,39.790125655890485,2.7191245535713695,4.078686830357054,13.196925708784825,19.795388563177234
A13,47_methylmalonate semialdehyde,Semialdehyde,-6.25,5.025,0.8928571428571429,41.92076238104565,2.6633657699424336,3.9950486549136497,14.104939182475826,21.157408773713737
A13,48_alpha-aminoadipate semialdehyde,Semialdehyde,-6.54,2.762,0.654,52.21878994822202,3.076557041116081,4.614835561674121,17.81095893817273,26.716438407259087
A13,49_2-Aminomuconic semialdehyde,Semialdehyde,-6.31,2.951,0.631,44.77387688318582,2.490472278499073,3.735708417748609,15.419078474775256,23.12861771216288
A13,4_malonaldehyde,Short-chain,-5.96,3.428,1.192,32.53426909121077,1.9241851216178423,2.8862776824267633,11.089522514866466,16.634283772299696
A13,50_10-formyltetrahydrofolate,Other,-7.29,6.739,0.21441176470588236,80.87699195793095,3.42082716984729,5.131240754770935,28.929969613325092,43.394954419987634
A13,52_Triose phosphate,Other,-6.12,4.428,0.612,41.68685873886831,0.9108578634442722,1.3662867951664082,15.763885632103053,23.645828448154578
A13,53_Pyridoxal phosphate,Other,-6.96,14.125,0.435,62.697707303507485,5.261215410666527,7.891823115999791,19.81786751073647,29.7268012661047
A13,57_S-3-oxopropylglutathione,Other,-7.78,2.628,0.32416666666666666,107.92064556111511,0.6701872089345398,1.0052808134018094,42.498071015511506,63.747106523267256
A13,58_S-(4-oxobutan-2-yl)glutathione,Other,-7.76,11.799,0.3104,103.46173984860391,1.9823269354992648,2.973490403248897,39.402369003942304,59.103553505913446
A13,5_butyraldehyde,Short-chain,-6.28,3.647,1.256,39.54823067395376,3.935576261800719,5.903364392701079,11.883716007780786,17.825574011671176
A13,60_S-Formylglutathione,Other,-7.09,2.979,0.32227272727272727,82.54344391785149,0.0,0.0,33.0173775671406,49.52606635071089
A13,6_amylaldehyde,Short-chain,-6.49,6.314,1.0816666666666668,44.76332219557787,5.036619802372437,7.5549297035586545,12.868709075858712,19.303063613788066
A13,7_glutaraldehyde,Medium-chain,-6.46,7.758,0.9228571428571428,46.57302299112369,3.965692907694183,5.9485393615412745,14.663516288755297,21.99527443313294
A13,8_hexanal,Medium-chain,-6.75,6.478,0.9642857142857143,51.15939466567131,6.421527218435063,9.632290827652593,14.042230647833458,21.063345971750184
A13,9_2-hydroxypropionaldehyde,Short-chain,-6.02,3.096,1.204,35.15302387000603,1.8351050227605485,2.7526575341408224,12.226104525241865,18.339156787862795
A14,10_4-guanidinobutyraldehyde,Semialdehyde,-6.1,2.998,0.6777777777777777,38.94659515410883,1.608364557880848,2.4125468368212717,13.970273503762684,20.955410255644026
A14,11_prop-2-enal,"α,β-Unsat",-6.09,1.267,1.5225,35.256519318567165,2.78679280867061,4.180189213005915,11.315814918756256,16.973722378134383
A14,12_prop-2-ynal,"α,β-Unsat",-6.06,2.223,1.515,35.796709809581756,2.169877226290814,3.2548158394362208,12.148806697541888,18.22321004631283
A14,13_(2E)-but-2-enal,"α,β-Unsat",-6.33,1.931,1.266,41.77541886610583,3.8452880552288216,5.767932082843232,12.864879491213513,19.297319236820268
A14,14_trans-2-Hexenal,"α,β-Unsat",-6.56,4.354,0.937142857142857,46.320798371028154,5.46832465036111,8.202486975541664,13.059994698050154,19.589992047075228
A14,15_heptanal,Medium-chain,-7.03,1.85,0.87875,57.78956014230693,8.005202502779499,12.007803754169247,15.110621554143274,22.665932331214908
A14,16_octanaldehyde,Medium-chain,-7.44,3.046,0.8266666666666667,67.68736250310974,10.256440415554543,15.384660623331815,16.81850458568935,25.227756878534027
A14,17_nonanal,Medium-chain,-7.07,9.877,0.7070000000000001,55.99327691158612,9.212573850263267,13.818860775394901,13.18473691437118,19.777105371556768
A14,18_decanal,Medium-chain,-7.5,2.565,0.6818181818181818,65.98158427590224,11.713930595115183,17.570895892672773,14.678703115245714,22.01805467286857
A14,19_dodecanal,Medium-chain,-7.69,4.425,0.5915384615384616,67.70594537736021,13.780868122107904,20.671302183161856,13.30151002883618,19.95226504325427
A14,20_Citral,"α,β-Unsat",-8.04,3.88,0.7309090909090908,82.53674514173511,13.420474760046131,20.130712140069196,19.594223296647915,29.39133494497187
A14,21_cis-2-Octenal,"α,β-Unsat",-7.46,5.449,0.8288888888888889,69.25783306091917,9.977283430756017,14.965925146134023,17.725849793611655,26.588774690417477
A14,22_trans-2-Octenal,"α,β-Unsat",-7.09,2.298,0.7877777777777778,58.84100451110612,8.47663510986995,12.714952664804922,15.059766694572502,22.589650041858754
A14,23_4-Hydroxynonenal,"α,β-Unsat",-7.06,10.293,0.6418181818181817,60.56833325237952,7.4351666956179345,11.1527500434269,16.792166605333875,25.188249908000813
A14,24_Tetradecanal,Medium-chain,-7.88,10.1,0.5253333333333333,69.27755822778767,15.902432565994577,23.853648848991863,11.808590725120489,17.712886087680733
A14,25_hexadecanal,Medium-chain,-8.47,6.389,0.4982352941176471,79.92965085070026,20.426288707065968,30.63943306059895,11.545571633214136,17.318357449821203
A14,26_trans-2-hexadecenal,"α,β-Unsat",-8.55,4.645,0.5029411764705882,82.78042229488038,20.536719032395908,30.805078548593855,12.575449885556248,18.86317482833437
A14,27_Benzaldehyde,Aromatic,-5.89,34.477,0.73625,26.505547879204737,3.091518752804177,4.6372781292062655,7.510700398877718,11.266050598316577
A14,28_Phenylacetaldehyde,Aromatic,-7.33,2.581,0.8144444444444444,69.73943193191995,7.968892422087388,11.95333863313108,19.926880350680594,29.89032052602089
A14,29_Salicylaldehyde,Aromatic,-7.18,4.199,0.7977777777777777,66.29546880810355,7.081902962977648,10.622854444466471,19.436284560263772,29.15442684039565
A14,2_acetaldehyde,Short-chain,-5.63,9.882,1.8766666666666667,20.639312872064558,1.517127091515892,2.275690637273838,6.738598057309932,10.107897085964897
A14,"30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal",Aromatic,-7.64,7.302,0.6366666666666666,79.68280448701114,8.79140381905194,13.187105728577908,23.081717975752518,34.622576963628774
A14,"31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",Retinoid,-9.33,5.69,0.4442857142857143,99.46732376664418,25.585979692493908,38.378969538740854,14.20094981416377,21.301424721245652
A14,32_9-cis-Retinal,Retinoid,-8.82,8.761,0.42000000000000004,87.75177293038819,22.572388550883772,33.85858282632565,12.528320621271504,18.792480931907253
A14,34_4-hydroxy-2-nonenal,"α,β-Unsat",-7.28,2.277,0.6618181818181819,67.0367960269055,8.229213624276163,12.343820436414244,18.58550478648604,27.87825717972906
A14,35_Cinnamaldehyde,Aromatic,-7.04,11.804,0.704,59.09458064457819,7.679734718633899,11.519602077950847,15.958097539197377,23.937146308796063
A14,36_3-(4-Isopropylphenyl)-2-methylpropanal,Aromatic,-8.04,11.392,0.5742857142857142,80.93178036605654,13.994453688297282,20.991680532445923,18.37825845812534,27.567387687188006
A14,"38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde",Aromatic,-6.68,3.645,0.5566666666666666,66.35071090047391,0.0,0.0,26.540284360189567,39.81042654028435
A14,39_4-nitrobenzaldehyde,Aromatic,-6.69,2.895,0.6081818181818183,50.65760768758273,5.753522222463356,8.630283333695033,14.509520852569736,21.764281278854604
A14,3_propylaldehyde,Short-chain,-6.07,1.109,1.5175,34.027766912213586,2.9437421155755974,4.415613173363396,10.667364649309839,16.001046973964755
A14,40_Furan-2-carbaldehyde,Aromatic,-7.69,10.24,0.4523529411764706,71.01962961441464,12.59580477631387,18.893707164470804,15.812047069451985,23.718070604177974
A14,41_Indole-3-acetaldehyde,Aromatic,-7.13,11.081,0.5941666666666666,61.657014015073486,8.034525496304225,12.051788244456338,16.62828010972517,24.942420164587755
A14,42_Glutamate-5-semialdehyde,Semialdehyde,-6.07,8.23,0.6744444444444445,37.45100218881858,1.719500347162624,2.579250520743936,13.260900528364807,19.891350792547208
A14,43_Glutamate-1-semialdehyde,Semialdehyde,-6.19,4.089,0.6877777777777778,41.65111458382627,1.9123415075920773,2.8685122613881155,14.748104325938431,22.122156488907645
A14,44_glutarate semialdehyde,Semialdehyde,-6.39,6.654,0.79875,44.72491794425485,3.6379248255856895,5.456887238378534,14.252042352116248,21.378063528174373
A14,45_adipate semialdehyde,Semialdehyde,-6.64,5.663,0.7377777777777778,51.25078798086519,4.835170174074759,7.252755261112138,15.665145018271318,23.497717527406977
A14,46_Succinic semialdehyde,Semialdehyde,-6.16,4.247,0.88,38.46378813402747,2.628487068452324,3.9427306026784854,12.757028185158664,19.135542277737994
A14,47_methylmalonate semialdehyde,Semialdehyde,-6.3,2.904,0.9,43.59759287628747,2.7699004007401307,4.154850601110196,14.669136749774857,22.003705124662282
A14,48_alpha-aminoadipate semialdehyde,Semialdehyde,-6.3,9.599,0.63,44.080796709538056,2.597093606136951,3.8956404092054258,15.035225077678271,22.552837616517404
A14,49_2-Aminomuconic semialdehyde,Semialdehyde,-6.59,3.458,0.659,54.34386583531715,3.0227869639797915,4.534180445969687,18.714759370147075,28.072139055220607
A14,4_malonaldehyde,Short-chain,-6.09,2.983,1.218,36.93995136397889,2.184751856836925,3.2771277852553875,12.591228688754633,18.886843033131946
A14,50_10-formyltetrahydrofolate,Other,-7.29,14.252,0.21441176470588236,80.87699195793095,3.42082716984729,5.131240754770935,28.929969613325092,43.394954419987634
A14,52_Triose phosphate,Other,-6.31,8.896,0.631,48.75873656064059,1.0653783938499966,1.5980675907749946,18.438116230406244,27.657174345609363
A14,53_Pyridoxal phosphate,Other,-6.89,12.748,0.430625,60.458503471239354,5.0733148602855795,7.609972290428368,19.110086528210164,28.665129792315245
A14,57_S-3-oxopropylglutathione,Other,-7.57,2.991,0.3154166666666667,99.7683665798798,0.6195615564610674,0.9293423346916009,39.28778507549086,58.931677613236275
A14,58_S-(4-oxobutan-2-yl)glutathione,Other,-7.5,15.727,0.3,93.71534406576443,1.795585992300059,2.693378988450088,35.690551634005715,53.53582745100857
A14,5_butyraldehyde,Short-chain,-6.39,0.95,1.278,42.94690674749665,4.273789846799217,6.4106847701988245,12.904972852199442,19.35745927829916
A14,60_S-Formylglutathione,Other,-7.08,4.527,0.32181818181818184,82.14849921011059,0.0,0.0,32.859399684044234,49.28909952606635
A14,6_amylaldehyde,Short-chain,-6.63,1.828,1.105,48.96927193207511,5.5098592468906515,8.264788870335977,14.077849525939392,21.116774288909085
A14,7_glutaraldehyde,Medium-chain,-6.36,7.531,0.9085714285714286,43.38308990953988,3.6940701057973215,5.541105158695982,13.659165858018632,20.488748787027944
A14,8_hexanal,Medium-chain,-6.6,3.84,0.9428571428571428,46.77430369432804,5.871110599712057,8.806665899568085,12.83861087801916,19.257916317028737
A14,9_2-hydroxypropionaldehyde,Short-chain,-6.04,1.904,1.208,35.8422988478493,1.8710874741872265,2.8066312112808394,12.465832064952494,18.69874809742874
A8,10_4-guanidinobutyraldehyde,Semialdehyde,-5.92,2.365,0.6577777777777778,32.57351594707285,1.3451776302276188,2.017766445341428,11.684228748601521,17.52634312290228
A8,11_prop-2-enal,"α,β-Unsat",-6.0,2.256,1.5,32.34543056749282,2.556690650156524,3.835035975234786,10.381481576840606,15.572222365260906
A8,12_prop-2-ynal,"α,β-Unsat",-5.99,2.056,1.4975,33.43277614291128,2.026583447196139,3.039875170794208,11.346527009968375,17.01979051495256
A8,13_(2E)-but-2-enal,"α,β-Unsat",-6.27,1.94,1.254,39.8908135037251,3.6718164136395495,5.5077246204593235,12.284508987850492,18.426763481775737
A8,14_trans-2-Hexenal,"α,β-Unsat",-6.79,1.88,0.97,53.15014684880796,6.274552002657941,9.411828003986912,14.985506736865242,22.47826010529786
A8,15_heptanal,Medium-chain,-6.98,1.96,0.8725,56.366171961461944,7.808030027341582,11.712045041012372,14.738438757243197,22.107658135864792
A8,16_octanaldehyde,Medium-chain,-7.2,2.059,0.8,61.02958914214812,9.2476102107459,13.87141531611885,15.164225446113347,22.74633816917002
A8,17_nonanal,Medium-chain,-7.5,1.647,0.75,67.62473056954845,11.126296920607809,16.68944538091171,15.923595307211569,23.885392960817352
A8,18_decanal,Medium-chain,-7.74,2.0,0.7036363636363636,72.31581636638886,12.83846793224624,19.25770189836936,16.087858614309305,24.131787921463953
A8,19_dodecanal,Medium-chain,-8.27,2.514,0.6361538461538461,82.30425330259027,16.75220771720923,25.128311575813846,16.169493603826876,24.254240405740315
A8,20_Citral,"α,β-Unsat",-7.77,1.592,0.7063636363636363,75.20617896138364,12.228524699120983,18.342787048681473,17.853946885432475,26.780920328148714
A8,21_cis-2-Octenal,"α,β-Unsat",-7.23,1.686,0.8033333333333333,62.78250720562999,9.044447988043057,13.566671982064584,16.06855489420894,24.102832341313412
A8,22_trans-2-Octenal,"α,β-Unsat",-7.23,1.858,0.8033333333333333,62.78250720562999,9.044447988043057,13.566671982064584,16.06855489420894,24.102832341313412
A8,23_4-Hydroxynonenal,"α,β-Unsat",-7.49,2.134,0.6809090909090909,73.21123776622575,8.987167510722651,13.480751266083976,20.297327595767655,30.445991393651475
A8,24_Tetradecanal,Medium-chain,-8.27,2.096,0.5513333333333333,78.65889423780057,18.055886975973007,27.08383046395951,13.40767071914722,20.11150607872083
A8,25_hexadecanal,Medium-chain,-8.77,2.266,0.5158823529411765,86.83999530465125,22.192250266754662,33.28837540013199,12.543747855105842,18.815621782658763
A8,26_trans-2-hexadecenal,"α,β-Unsat",-8.78,2.274,0.5164705882352941,88.14366092243597,21.867267026044082,32.80090053906612,13.390197342930307,20.08529601439546
A8,27_Benzaldehyde,Aromatic,-6.95,3.056,0.86875,58.073953218482316,6.773552323559717,10.160328485339575,16.456028963833212,24.684043445749815
A8,28_Phenylacetaldehyde,Aromatic,-7.2,2.829,0.8,65.84839066533215,7.524276106691954,11.28641416003793,18.815080159440907,28.222620239161355
A8,29_Salicylaldehyde,Aromatic,-7.0,2.656,0.7777777777777778,60.82153101660877,6.4971586816308715,9.745738022446307,17.831453725012636,26.747180587518955
A8,2_acetaldehyde,Short-chain,-5.73,2.462,1.9100000000000001,23.915394280328794,1.757940915566035,2.6369113733490526,7.808216796565484,11.712325194848225
A8,"30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal",Aromatic,-7.54,7.729,0.6283333333333333,76.66451643826073,8.458396098633306,12.68759414794996,22.207410476670987,33.31111571500648
A8,"31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",Retinoid,-9.62,2.084,0.45809523809523806,106.12910757549562,27.299590341644763,40.94938551246714,15.15205268855349,22.72807903283023
A8,32_9-cis-Retinal,Retinoid,-9.43,2.399,0.44904761904761903,101.76449059728262,26.17687991633903,39.26531987450854,14.52891632257402,21.79337448386103
A8,34_4-hydroxy-2-nonenal,"α,β-Unsat",-7.44,2.069,0.6763636363636364,71.74113259019713,8.806702299663964,13.210053449495945,19.88975073641489,29.83462610462233
A8,35_Cinnamaldehyde,Aromatic,-7.51,1.949,0.751,72.70950853818198,9.44908536459367,14.173628046890501,19.634718050679126,29.452077076018682
A8,36_3-(4-Isopropylphenyl)-2-methylpropanal,Aromatic,-8.58,1.594,0.6128571428571429,95.30782029950082,16.480310593455354,24.720465890183032,21.642817526344977,32.46422628951746
A8,"38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde",Aromatic,-6.64,3.249,0.5533333333333333,64.77093206951025,0.0,0.0,25.9083728278041,38.86255924170615
A8,39_4-nitrobenzaldehyde,Aromatic,-6.69,2.146,0.6081818181818183,50.65760768758273,5.753522222463356,8.630283333695033,14.509520852569736,21.764281278854604
A8,3_propylaldehyde,Short-chain,-6.0,2.031,1.5,31.801651319825773,2.751160855678128,4.126741283517191,9.969499672252184,14.954249508378272
A8,40_Furan-2-carbaldehyde,Aromatic,-7.95,1.747,0.4676470588235294,77.88398043216475,13.813243156180636,20.719864734270953,17.340349016685263,26.01052352502789
A8,41_Indole-3-acetaldehyde,Aromatic,-7.78,2.907,0.6483333333333333,80.47253472389875,10.486375999871246,15.729563999806867,21.70263788968826,32.553956834532386
A8,42_Glutamate-5-semialdehyde,Semialdehyde,-6.26,6.207,0.6955555555555555,44.101180147580735,2.024832184509257,3.037248276763885,15.615639874523039,23.423459811784557
A8,43_Glutamate-1-semialdehyde,Semialdehyde,-6.08,1.984,0.6755555555555556,37.801011555069216,1.7355704438650783,2.603355665797617,13.38483417816261,20.077251267243913
A8,44_glutarate semialdehyde,Semialdehyde,-6.51,5.852,0.81375,48.586061939442324,3.9519902781542386,5.9279854172313575,15.482434497622691,23.223651746434037
A8,45_adipate semialdehyde,Semialdehyde,-6.75,6.897,0.75,54.688340833240304,5.159480368677336,7.739220553016002,16.715855964618786,25.073783946928177
A8,46_Succinic semialdehyde,Semialdehyde,-6.2,4.459,0.8857142857142858,39.790125655890485,2.7191245535713695,4.078686830357054,13.196925708784825,19.795388563177234
A8,47_methylmalonate semialdehyde,Semialdehyde,-6.23,4.347,0.89,41.25003018294893,2.6207519176233554,3.931127876435033,13.879260155556217,20.818890233334322
A8,48_alpha-aminoadipate semialdehyde,Semialdehyde,-6.53,7.252,0.653,51.879706896610195,3.056579397991951,4.584869096987926,17.69530336065213,26.54295504097819
A8,49_2-Aminomuconic semialdehyde,Semialdehyde,-6.52,6.89,0.6519999999999999,51.951368597284315,2.889708292609612,4.334562438914417,17.890839146304117,26.836258719456175
A8,4_malonaldehyde,Short-chain,-5.99,4.389,1.198,33.550965000311116,1.9843159066684006,2.9764738600026006,11.436070093456047,17.15410514018407
A8,50_10-formyltetrahydrofolate,Other,-7.69,14.365,0.2261764705882353,95.00397745276607,4.0183515663271665,6.027527349490749,33.983239414779256,50.97485912216889
A8,52_Triose phosphate,Other,-6.07,5.858,0.607,39.82583825945455,0.8701945659690816,1.3052918489536223,15.06014073781274,22.590211106719106
A8,53_Pyridoxal phosphate,Other,-6.65,16.654,0.415625,52.781233189177236,4.429084401836619,6.643626602754928,16.683408873834278,25.02511331075141
A8,57_S-3-oxopropylglutathione,Other,-7.22,4.168,0.30083333333333334,86.18123494448758,0.5351854690052797,0.8027782035079196,33.937308508789755,50.90596276318463
A8,58_S-(4-oxobutan-2-yl)glutathione,Other,-8.42,6.12,0.3368,128.20259068196575,2.4563616374664807,3.684542456199721,48.82467463531982,73.23701195297973
A8,5_butyraldehyde,Short-chain,-6.24,2.208,1.248,38.31234846539271,3.8125895036194475,5.71888425542917,11.512349882537638,17.268524823806455
A8,60_S-Formylglutathione,Other,-7.44,5.307,0.3381818181818182,96.36650868878358,0.0,0.0,38.546603475513436,57.81990521327015
A8,6_amylaldehyde,Short-chain,-6.47,2.558,1.0783333333333334,44.16247223322111,4.969014167441262,7.453521251161892,12.695974725847181,19.04396208877077
A8,7_glutaraldehyde,Medium-chain,-6.48,7.02,0.9257142857142858,47.21100960744047,4.020017468073556,6.030026202110333,14.864386374902631,22.296579562353944
A8,8_hexanal,Medium-chain,-6.77,2.313,0.9671428571428571,51.7440734618504,6.494916100931462,9.742374151397193,14.202713283808698,21.304069925713044
A8,9_2-hydroxypropionaldehyde,Short-chain,-6.03,1.99,1.206,35.49766135892768,1.853096248473888,2.7796443727108318,12.345968295097185,18.518952442645777
A9,10_4-guanidinobutyraldehyde,Semialdehyde,-5.98,2.303,0.6644444444444445,34.69787568275153,1.4329066061120295,2.149359909168044,12.446243666988584,18.669365500482876
A9,11_prop-2-enal,"α,β-Unsat",-5.93,2.023,1.4825,30.08125042776831,2.377722304645566,3.566583456968349,9.654777866461759,14.482166799692637
A9,12_prop-2-ynal,"α,β-Unsat",-5.91,2.506,1.4775,30.731137666716428,1.8628191282307942,2.794228692346191,10.429635938455778,15.644453907683666
A9,13_(2E)-but-2-enal,"α,β-Unsat",-6.14,3.093,1.228,35.807501885233556,3.295961190196132,4.943941785294197,11.027039563897292,16.540559345845935
A9,14_trans-2-Hexenal,"α,β-Unsat",-6.63,2.699,0.9471428571428572,48.399295733830705,5.713698192364494,8.57054728854674,13.64602010116779,20.469030151751685
A9,15_heptanal,Medium-chain,-6.91,2.337,0.86375,54.373428508278934,7.531988561728494,11.29798284259274,14.217382841583081,21.32607426237462
A9,16_octanaldehyde,Medium-chain,-7.13,2.197,0.7922222222222222,59.08773857853431,8.953368067676712,13.430052101515065,14.68172736373701,22.022591045605516
A9,17_nonanal,Medium-chain,-7.4,2.338,0.74,64.91974134676651,10.681245043783498,16.021867565675244,15.286651494923106,22.92997724238466
A9,18_decanal,Medium-chain,-7.64,1.598,0.6945454545454545,69.67655299535275,12.36991070844163,18.554866062662445,15.50071048969947,23.251065734549204
A9,19_dodecanal,Medium-chain,-8.06,2.521,0.62,77.01865905380009,15.67637786381048,23.514566795715716,15.13108575770956,22.696628636564338
A9,20_Citral,"α,β-Unsat",-7.65,2.256,0.6954545454545454,71.94814954789412,11.698769116487586,17.548153674731378,17.080490702670062,25.620736054005093
A9,21_cis-2-Octenal,"α,β-Unsat",-7.11,1.257,0.79,59.40407632460954,8.55775123532325,12.836626852984876,15.203879294520569,22.80581894178085
A9,22_trans-2-Octenal,"α,β-Unsat",-7.16,1.74,0.7955555555555556,60.81175585836806,8.760541548956503,13.140812323434755,15.564160794390723,23.34624119158608
A9,23_4-Hydroxynonenal,"α,β-Unsat",-7.37,2.964,0.67,69.68298534375704,8.5540510041818,12.8310765062727,19.31914313332102,28.978714699981523
A9,24_Tetradecanal,Medium-chain,-8.35,1.71,0.5566666666666666,80.58327085523912,18.497621213917302,27.74643182087595,13.735687128178348,20.60353069226752
A9,25_hexadecanal,Medium-chain,-8.6,1.438,0.5058823529411764,82.92413344741234,21.1915387162644,31.787308074396595,11.978114662700541,17.96717199405081
A9,26_trans-2-hexadecenal,"α,β-Unsat",-8.44,1.614,0.4964705882352941,80.21539512517982,19.900369991955458,29.850554987933187,12.185788058116472,18.278682087174705
A9,27_Benzaldehyde,Aromatic,-6.89,2.418,0.86125,56.28706235022131,6.565135328988648,9.84770299348297,15.94968961109988,23.924534416649816
A9,28_Phenylacetaldehyde,Aromatic,-7.16,2.152,0.7955555555555556,64.65114719868974,7.387471086570281,11.081206629855421,18.472987792905613,27.70948168935842
A9,29_Salicylaldehyde,Aromatic,-6.88,2.294,0.7644444444444445,57.172239155612246,6.10732916073302,9.160993741099528,16.76156650151188,25.14234975226782
A9,2_acetaldehyde,Short-chain,-5.68,2.633,1.8933333333333333,22.27735357619666,1.6375340035409627,2.4563010053114436,7.273407426937702,10.910111140406553
A9,"30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal",Aromatic,-7.44,2.763,0.62,73.64622838951031,8.125388378214673,12.18808256732201,21.333102977589455,31.99965446638418
A9,"31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",Retinoid,-9.35,1.835,0.4452380952380952,99.92675713277187,25.704159737262927,38.55623960589439,14.26654311584582,21.39981467376873
A9,32_9-cis-Retinal,Retinoid,-9.37,5.125,0.44619047619047614,100.38619049889955,25.822339782031953,38.73350967304793,14.33213641752787,21.498204626291802
